ClienteCPF;ClienteNome;ClienteSobrenome;ClienteSexo;ClienteNascimento;ClienteEstadoCivil;ClienteRua;ClienteNumero;ClienteBairro;ClienteCEP;ClienteCidade;ClienteEstado;ClientePais;ClienteRendaAnual;ClienteTelefone;ClienteEmail
296.020.465-97;Stephanie;Collins;F;1983-10-10 00:00:00.000;S;R. XV DE NOVEMBRO;1668;SAO VICENTE;89222550;JOINVILLE;SC;BRASIL;130000;209-555-0173;stephanie52@adventure-works.com
755.214.222-48;Jennifer;Simmons;F;1983-12-15 00:00:00.000;S;R. LAGOINHA;284;MORRO DO MEIO;89290020;JOINVILLE;SC;BRASIL;80000;148-555-0115;jennifer88@adventure-works.com
775.519.638-08;Trinity;Richardson;F;1980-11-03 00:00:00.000;S;RUA AGRONÔMICA;315;GUANABARA;89223004;JOINVILLE;SC;BRASIL;90000;111-555-0116;trinity9@adventure-works.com
156.277.707-46;Eduardo;Martin;M;1981-04-25 00:00:00.000;S;RUA DR PLACIDO OLIMPIO DE OLIVEIRA;321;BUCAREIN;89216430;JOINVILLE;SC;BRASIL;90000;342-555-0195;eduardo13@adventure-works.com
354.885.207-98;Elizabeth;Jones;F;1980-12-13 00:00:00.000;S;R. CARLOS PAHL;185;BOM RETIRO;89201340;JOINVILLE;SC;NULL;90000;941-555-0110;elizabeth7@adventure-works.com
949.061.510-76;Taylor;Howard;F;1980-10-04 00:00:00.000;S;ALEXANDRE SCHLEMM;554;ANITA GARIBALDI;89216120;JOINVILLE;SC;BRASIL;90000;162-555-0131;taylor14@adventure-works.com
958.037.986-48;David;Diaz;M;1982-06-07 00:00:00.000;S;R. SAO VICENTE;88;BOA VISTA;89201010;JOINVILLE;SC;BRASIL;120000;613-555-0119;david55@adventure-works.com
688.121.511-94;Katelyn;Carter;F;1980-11-13 00:00:00.000;S;AVAI;551;BOM RETIRO;89201020;JOINVILLE;SC;BRASIL;130000;103-555-0195;katelyn33@adventure-works.com
875.112.801-07;Ryan;Foster;M;1981-12-18 00:00:00.000;S;Amandus Alandt;49;Bom Retiro;89213020;JOINVILLE;SC;BRASIL;130000;961-555-0133;ryan19@adventure-works.com
376.411.547-27;Robert;Lee;M;1980-07-26 00:00:00.000;S;R. LEOPOLDO FISCHER;205;ATIRADORES;89201480;JOINVILLE;SC;NULL;130000;447-555-0174;robert82@adventure-works.com
389.088.734-93;Danielle;Reed;F;1983-09-16 00:00:00.000;S;TIJUCAS;108;CENTRO;89212-510;JOINVILLE;SC;BRASIL;150000;136-555-0114;danielle23@adventure-works.com
211.843.977-90;Lauren;Martinez;F;1983-09-22 00:00:00.000;S;BENJAMIN CONSTANT;3260;COSTA E SILVA;89227-070;JOINVILLE;SC;NULL;70000;977-555-0117;lauren35@adventure-works.com
492.721.654-86;Nathan;Lal;M;1982-10-01 00:00:00.000;S;R. BARRIGA VERDE;349;BOM RETIRO;89211-320;JOINVILLE;SC;BRASIL;90000;147-555-0121;nathan26@adventure-works.com
210.265.949-93;Kyle;Foster;M;1980-01-28 00:00:00.000;C;SANTA CATARINA;3805;FLORESTA;89217220;JOINVILLE;SC;NULL;50000;846-555-0126;kyle11@adventure-works.com
580.845.671-45;Jenny;Rai;F;1982-05-11 00:00:00.000;S;R. PARANA;399;CENTRO;89210-030;JOINVILLE;SC;NULL;80000;780-555-0119;jenny40@adventure-works.com
743.453.779-36;Nancy;Chapman;F;1980-03-27 00:00:00.000;S;R. DA DEMOCRACIA;114;JARDIM SOFIA;89223100;JOINVILLE;SC;NULL;80000;909-555-0129;nancy7@adventure-works.com
415.056.757-38;Charles;Jackson;M;1982-01-20 00:00:00.000;S;DA CHACARA;355;MORRO DO MEIO;89216-300;JOINVILLE;SC;NULL;80000;194-555-0175;charles15@adventure-works.com
405.744.861-26;Jonathan;Phillips;M;1982-11-04 00:00:00.000;S;MANOEL CALIXTO RODRIGUES;690;JARDIM SOFIA;89216300;JOINVILLE;SC;BRASIL;90000;967-555-0176;jonathan35@adventure-works.com
613.206.570-64;Amanda;Cook;F;1980-05-16 00:00:00.000;S;R. OSCAR FICHER;69;AVENTUREIRO;89208540;JOINVILLE;SC;NULL;90000;252-555-0177;amanda3@adventure-works.com
495.382.839-66;Robert;Collins;M;1981-08-14 00:00:00.000;S;R. TABAJARAS;258;ITAU;89211020;JOINVILLE;SC;BRASIL;90000;966-555-0171;robert45@adventure-works.com
148.857.507-08;Megan;Barnes;F;1981-04-28 00:00:00.000;S;PORTO UNIAO;823;ATIRADORES;89200000;JOINVILLE;SC;BRASIL;110000;807-555-0156;megan53@adventure-works.com
486.228.304-44;Christian;Thomas;M;1982-03-21 00:00:00.000;S;RAUL SEIXAS;240;AVENTUREIRO;89212210;JOINVILLE;SC;BRASIL;90000;692-555-0172;christian46@adventure-works.com
993.551.526-06;Arturo;Lal;M;1980-12-26 00:00:00.000;S;MINISTRO LUIZ GALOTTI;435;BOA VISTA;89212056;JOINVILLE;SC;BRASIL;110000;638-555-0164;arturo33@adventure-works.com
818.914.462-47;Theresa;Serrano;F;1983-02-15 00:00:00.000;S;FARROUPILHA;632;FLORESTA;89210-330;JOINVILLE;SC;;110000;777-555-0162;theresa12@adventure-works.com
031.176.212-09;Jeremy;Anderson;M;1981-03-22 00:00:00.000;S;R. IPANEMA;496;FLORESTA;89222-400;JOINVILLE;SC;BRASIL;120000;940-555-0176;jeremy2@adventure-works.com
788.226.414-90;Hunter;Griffin;M;1982-10-30 00:00:00.000;S;RUA PARANA;290;ANITA GARIBALDI;89201510;JOINVILLE;SC;NULL;170000;410-555-0148;hunter16@adventure-works.com
571.133.571-51;Henry;Garcia;M;1980-08-05 00:00:00.000;C;R. CORONEL SANTIAGO;879;FLORESTA;89211170;JOINVILLE;SC;BRASIL;70000;282-555-0185;henry16@adventure-works.com
146.831.424-61;Cindy;Sanchez;F;1981-04-11 00:00:00.000;S;IRANI;590;FLORESTA;89210350;JOINVILLE;SC;BRASIL;110000;198-555-0118;cindy19@adventure-works.com
373.558.724-30;Maria;Carter;F;1982-11-02 00:00:00.000;S;JOAO MAUL;203;BOM RETIRO;89227690;JOINVILLE;SC;BRASIL;130000;239-555-0158;maria53@adventure-works.com
501.907.194-68;Katelyn;Sanchez;F;1983-03-21 00:00:00.000;S;PAVAO;1145;COSTA E SILVA;89227240;JOINVILLE;SC;BRASIL;130000;395-555-0150;katelyn26@adventure-works.com
375.433.513-86;Jenna;Wright;F;1983-02-09 00:00:00.000;S;DIOGO S. PEREIRA;130;GUANABARA;89227301;JOINVILLE;SC;BRASIL;130000;118-555-0191;jenna19@adventure-works.com
185.639.265-29;Seth;Phillips;M;1984-04-18 00:00:00.000;S;DES. NELSON NUNES GUIMARAES;151;ATIRADORES;89223200;JOINVILLE;SC;NULL;150000;980-555-0196;seth42@adventure-works.com
322.876.661-56;Luke;Long;M;1981-08-28 00:00:00.000;S;SAMUEL HEUSY;392;BOM RETIRO;89224000;JOINVILLE;SC;NULL;60000;786-555-0117;luke28@adventure-works.com
683.865.124-31;Dalton;Clark;M;1982-11-10 00:00:00.000;S;AFONSO PENA;448;BUCAREIN;89221-260;JOINVILLE;SC;BRASIL;60000;388-555-0195;dalton18@adventure-works.com
616.711.775-97;Taylor;Lewis;F;1982-01-21 00:00:00.000;S;PARAIBA;125;ANITA GARIBALDI;89210601;JOINVILLE;SC;BRASIL;80000;291-555-0174;taylor67@adventure-works.com
932.074.148-07;Haley;Richardson;F;1982-05-30 00:00:00.000;S;R. WALDEMAR CARLOS RICHTER;94;BOM RETIRO;89202250;JOINVILLE;SC;NULL;50000;620-555-0129;haley10@adventure-works.com
823.007.845-59;Noah;Coleman;M;1983-02-28 00:00:00.000;S;WILLY SCHOSSLAND;1393;IRIRIU/AVENTUREIRO;89224020;JOINVILLE;SC;BRASIL;70000;847-555-0167;noah2@adventure-works.com
254.306.002-59;Jon;Luo;M;1980-09-15 00:00:00.000;S;R. ARNALDO MOREIRA DOUAT;150;FLORESTA;89227140;JOINVILLE;SC;BRASIL;70000;127-555-0189;jon46@adventure-works.com
110.839.631-32;Orlando;Vazquez;M;1983-07-29 00:00:00.000;S;OTTOKAR DOERFFEL;205;ATIRADORES;89222-130;JOINVILLE;SC;BRASIL;70000;757-555-0143;orlando14@adventure-works.com
685.125.431-36;Fernando;Barnes;M;1982-04-20 00:00:00.000;S;R. OTTO BENACK;42;BOM RETIRO;89227015;JOINVILLE;SC;BRASIL;80000;469-555-0125;fernando47@adventure-works.com
421.239.083-83;Cameron;Rodriguez;M;1980-10-11 00:00:00.000;S;HENRIQUE JORDAN;70;GUANABARA;89211000;JOINVILLE;SC;BRASIL;80000;727-555-0119;cameron38@adventure-works.com
824.430.776-69;Spencer;Russell;M;1984-02-14 00:00:00.000;C;TRIANGULO MINEIRO;95;CENTRO;89222450;JOINVILLE;SC;BRASIL;90000;834-555-0131;spencer22@adventure-works.com
755.980.916-40;Julia;Coleman;F;1984-01-20 00:00:00.000;S;ATIRADORES;509;ITINGA;89217-002;JOINVILLE;SC;BRASIL;90000;907-555-0170;julia72@adventure-works.com
860.481.244-31;Julia;Garcia;F;1983-10-30 00:00:00.000;S;Jacob Eisenhuth;329;ATIRADORES;89211100;JOINVILLE;SC;NULL;100000;923-555-0183;julia38@adventure-works.com
633.178.438-43;Sean;Evans;M;1984-01-04 00:00:00.000;S;R. FRANCISCO HARDT;391;PIRABEIRABA;89201015;JOINVILLE;SC;BRASIL;110000;791-555-0174;sean31@adventure-works.com
765.897.486-22;Micah;Zhou;M;1982-07-08 00:00:00.000;S;SAI;257;ANITA GARIBALDI;89223085;JOINVILLE;SC;BRASIL;110000;497-555-0185;micah19@adventure-works.com
273.533.909-68;Hunter;Rodriguez;M;1984-03-10 00:00:00.000;S;R. TENENTE ANTONIO JOAO;2655;BOM RETIRO;89211000;JOINVILLE;SC;BRASIL;80000;996-555-0142;hunter53@adventure-works.com
064.770.258-84;Ian;Gonzales;M;1982-03-05 00:00:00.000;S;R. JAPURA;400;GUANABARA;89222-160;JOINVILLE;SC;BRASIL;60000;904-555-0153;ian57@adventure-works.com
967.003.834-68;Victoria;Lewis;F;1982-07-28 00:00:00.000;S;R. ABDON SENNA;159;COSTA E SILVA;89227080;JOINVILLE;SC;BRASIL;60000;586-555-0191;victoria20@adventure-works.com
316.793.571-18;Erin;Sanders;F;1983-08-18 00:00:00.000;S;DENIZART PEIXOTO;384;VILA NOVA;89208630;JOINVILLE;SC;BRASIL;70000;233-555-0160;erin7@adventure-works.com
545.039.767-51;Gabrielle;Lopez;F;1980-04-12 00:00:00.000;S;DONA FRANCISCA;340;CENTRO;89211000;JOINVILLE;SC;BRASIL;70000;783-555-0174;gabrielle63@adventure-works.com
245.272.745-12;Sara;Richardson;F;1981-12-31 00:00:00.000;S;R. GUSTAVO A. RICHLIN;58;GUANABARA;89223070;JOINVILLE;SC;BRASIL;70000;296-555-0174;sara10@adventure-works.com
722.899.754-81;Trevor;Jenkins;M;1982-08-16 00:00:00.000;S;R. TENENTE PAULO LOPES;242;BOA VISTA;89227427;JOINVILLE;SC;BRASIL;70000;120-555-0129;trevor6@adventure-works.com
385.478.592-89;Mya;Flores;F;1983-02-26 00:00:00.000;C;R. CASTRO ALVES;75;CENTRO;89223000;JOINVILLE;SC;BRASIL;70000;522-555-0140;mya13@adventure-works.com
374.843.333-77;Hailey;Ward;F;1983-02-01 00:00:00.000;C;TARUMA;88;GUANABARA;89211000;JOINVILLE;SC;BRASIL;70000;767-555-0151;hailey12@adventure-works.com
249.074.729-62;Luke;Allen;M;1984-09-08 00:00:00.000;S;R. OTTO BOEHM;97;CENTRO;89217100;JOINVILLE;SC;BRASIL;60000;786-555-0133;luke52@adventure-works.com
602.279.260-19;Victoria;Russell;F;1981-05-12 00:00:00.000;S;R. VILAS LOBO;40;BOM RETIRO;89227075;JOINVILLE;SC;BRASIL;40000;663-555-0197;victoria66@adventure-works.com
500.683.879-76;Jessica;Wilson;F;1982-06-28 00:00:00.000;S;ALBANO SCHMIDT;1499;BOA VISTA;89212160;JOINVILLE;SC;BRASIL;40000;702-555-0180;jessica54@adventure-works.com
970.628.513-60;Jade;Bailey;F;1984-04-21 00:00:00.000;S;R. WOLFGANG AMON;263;COSTA E SILVA;89227201;JOINVILLE;SC;BRASIL;70000;819-555-0160;jade13@adventure-works.com
220.684.672-44;Morgan;Hill;F;1983-03-31 00:00:00.000;S;R. TEONESTO WESTRUPP;723;AVENTUREIRO;89222590;JOINVILLE;SC;BRASIL;80000;510-555-0120;morgan19@adventure-works.com
923.624.297-45;Terrance;Raman;M;1980-05-29 00:00:00.000;S;BAHIA;99;ANITA GARIBALDI;89210-220;JOINVILLE;SC;NULL;90000;879-555-0124;terrance9@adventure-works.com
471.577.005-49;Sydney;Garcia;F;1982-11-12 00:00:00.000;S;R. TURMALINAS;141;STO  ANTONIO;89227315;JOINVILLE;SC;BRASIL;90000;783-555-0116;sydney78@adventure-works.com
349.100.478-76;Jose;Patterson;M;1984-12-12 00:00:00.000;S;R. LAURO SCHEREDER;270;AVENTUREIRO;89223030;JOINVILLE;SC;BRASIL;120000;768-555-0153;jose33@adventure-works.com
203.357.942-32;Zachary;Anderson;M;1983-09-10 00:00:00.000;S;ADALBERTO PROBST;81;ADEMAR GARCIA;89208520;JOINVILLE;SC;BRASIL;90000;693-555-0118;zachary39@adventure-works.com
594.626.433-60;Elijah;Ross;M;1984-03-16 00:00:00.000;S;JOSE GERARD ROLLIM FILHO;169;BOM RETIRO;89212210;JOINVILLE;SC;BRASIL;90000;409-555-0142;elijah7@adventure-works.com
993.843.675-08;Rafael;Xie;M;1982-06-07 00:00:00.000;S;LAGES;611;CENTRO;89223000;JOINVILLE;SC;BRASIL;130000;663-555-0137;rafael26@adventure-works.com
860.282.065-99;Jaime;Moreno;M;1985-01-27 00:00:00.000;S;R. FERNANDO MACHADO;313;CENTRO;89201010;JOINVILLE;SC;NULL;90000;457-555-0178;jaime48@adventure-works.com
116.427.361-81;Julian;Griffin;M;1983-09-01 00:00:00.000;S;JOAO ADOLFO MUELLER;676;COSTA E SILVA;89222475;JOINVILLE;SC;BRASIL;90000;636-555-0197;julian20@adventure-works.com
562.473.787-34;Andy;Alvarez;M;1983-11-19 00:00:00.000;S;R. CORONEL VIEIRA;2329;PORTINHO;89217180;JOINVILLE;SC;BRASIL;90000;367-555-0172;andy9@adventure-works.com
542.531.371-66;Ryan;Thompson;M;1984-04-04 00:00:00.000;S;CODORNAS ;98;COSTA E SILVA;89201010;JOINVILLE;SC;BRASIL;110000;138-555-0142;ryan38@adventure-works.com
146.187.528-83;Samantha;Jenkins;F;1984-02-07 00:00:00.000;S;AURIGA;22;JARDIM PARAISO II;89207200;JOINVILLE;SC;BRASIL;90000;936-555-0152;samantha32@adventure-works.com
047.164.573-87;Deanna;Ramos;F;1984-03-14 00:00:00.000;S;R. DAVID TOMAS PEREIRA;795;AVENTUREIRO;89210400;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0138;deanna44@adventure-works.com
367.724.347-73;Emily;Miller;F;1981-09-28 00:00:00.000;S;R. DOS DESENHISTAS;289;PETROPOLIS;89210433;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0110;emily6@adventure-works.com
624.665.446-12;Nicole;Brown;F;1982-06-05 00:00:00.000;S;R. ERNESTO BACHTOLD;2671;PARQUE JOINVILLE;89223395;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0187;nicole4@adventure-works.com
096.910.546-46;Carla;Raman;F;1981-10-21 00:00:00.000;S;RIO GRANDE DO SUL;261;ANITA GARIBALDI;89227230;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0124;carla14@adventure-works.com
669.014.167-22;Shaun;Raji;M;1982-12-04 00:00:00.000;S;R. MINISTRO LUIZ GALOTTI;435;BOA VISTA;89227-000;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0122;shaun21@adventure-works.com
121.382.466-91;Jerome;Romero;M;1984-10-10 00:00:00.000;S;R. JOSE GERARD ROLIN FILHO;259;BOM RETIRO;89223250;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0112;jerome7@adventure-works.com
619.792.166-55;Frank;Navarro;M;1982-05-24 00:00:00.000;S;R. CORONEL FRANCISCO GOMES;1290;ANITA GARIBALDI;89223100;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0139;frank17@adventure-works.com
079.338.253-51;Dennis;She;M;1981-03-12 00:00:00.000;S;BENJAMIN CONSTANT;2800;CENTRO;89223056;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0141;dennis25@adventure-works.com
050.061.518-00;Melody;Munoz;F;1981-08-02 00:00:00.000;S;OTTO BOHEM;97;CENTRO;89211488;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0147;melody8@adventure-works.com
179.581.867-75;Randy;Zeng;M;1980-11-23 00:00:00.000;S;R. ALBANO SCHMIDT,;1499;BOA VISTA;89217260;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0144;randy24@adventure-works.com
872.516.559-33;Marshall;Wang;M;1983-03-04 00:00:00.000;S;R. VIDAL RAMOS;143;GUANABARA;89223100;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0161;marshall0@adventure-works.com
487.361.669-25;Arthur;Carlson;M;1983-10-10 00:00:00.000;S;HEINZ PAHL;61;JOAO COSTA;89224240;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0166;arthur41@adventure-works.com
246.216.565-36;Jessie;Jimenez;F;1981-08-08 00:00:00.000;S;IRACEMA LUCKOW;289;JARDIM SOPHIA;89223100;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0193;jessie3@adventure-works.com
171.196.167-60;Robin;Ramos;F;1983-04-29 00:00:00.000;S;LORIVAL TABETE;655;AVENTUREIRO;89219-720;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0111;robin13@adventure-works.com
037.350.037-27;Deanna;Gutierrez;F;1983-04-20 00:00:00.000;S;R. TENENTE ANTONIO JOAO;2555;BOM RETIRO;89223056;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0112;deanna37@adventure-works.com
276.428.436-45;Roy;Navarro;M;1984-01-26 00:00:00.000;S;DOS TECELOES;168;PARANAGUAMIRIM;89227130;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0137;roy30@adventure-works.com
603.516.301-10;Shawn;Rai;M;1984-03-07 00:00:00.000;S;R. DR. ROBERTO KOCH;135;CENTRO;89211460;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0117;shawn19@adventure-works.com
434.498.522-30;Mindy;Luo;F;1981-07-01 00:00:00.000;S;LEOPOLDO FISCHER;266;ATIRADORES;89201820;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0194;mindy10@adventure-works.com
355.661.165-29;Cara;Zhou;F;1981-01-26 00:00:00.000;S;R. PORTO RICO;162;FLORESTA;89222330;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0118;cara5@adventure-works.com
678.827.158-77;Anne;Ramos;F;1983-06-17 00:00:00.000;S;RUA TENENTE ANTÔNIO JOÃO;2655;BOM RETIRO;89210040;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0148;anne19@adventure-works.com
630.751.472-26;Raymond;Rodriguez;M;1980-07-13 00:00:00.000;C;PERPETUA BORGES CUNHA;415;JARAVITABUBA;89227420;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0131;raymond20@adventure-works.com
256.656.156-39;Carrie;Ortega;F;1982-06-28 00:00:00.000;S;R. MANOEL DE SOUZA;587;PETROPOLIS;89222061;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0111;carrie19@adventure-works.com
145.017.175-41;Deanna;Suarez;F;1984-06-08 00:00:00.000;S;ALFERES SCHIMIDT;220;BOA VISTA;89219730;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0146;deanna45@adventure-works.com
045.328.079-80;Roberto;Gutierrez;M;1982-03-29 00:00:00.000;S;Comandante Paulo Serra;433;Costa e Silva;89227310;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0124;roberto11@adventure-works.com
177.685.575-55;Terrence;Carson;M;1985-03-16 00:00:00.000;S;R. TIMBO;51;CENTRO;89223000;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0189;terrence15@adventure-works.com
422.419.553-40;Ramon;Ye;M;1984-11-15 00:00:00.000;S;BLUMENAU;1049;CENTRO;89217320;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0143;ramon9@adventure-works.com
286.573.564-94;Cynthia;Malhotra;F;1985-01-25 00:00:00.000;S;R. VENEZUELA;34;FLORESTA;89223050;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0187;cynthia9@adventure-works.com
339.377.692-10;Jarrod;Prasad;M;1984-11-05 00:00:00.000;S;RUA CONSELHEIRO MAFRA;45;CENTRO;89223250;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0154;jarrod9@adventure-works.com
914.462.931-79;Tyrone;Serrano;M;1985-07-24 00:00:00.000;S;R. DONA FRANCISCA;651;CENTRO;89201420;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0176;tyrone15@adventure-works.com
297.209.735-90;Cindy;Ramos;F;1984-05-23 00:00:00.000;S;SERVIDÃO PADRE ZENO;355; PIRABEIRABA;89204020;JOINVILLE;SC;Brasil;10000;1 (11) 500 555-0173;cindy22@adventure-works.com
228.735.921-95;Damien;Shan;M;1984-12-05 00:00:00.000;S;SANTA LUIZA MARILAC;117;JARIVATUBA;89223080;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0142;damien26@adventure-works.com
302.727.729-62;Julian;Ross;M;1984-10-26 00:00:00.000;S;SANTA SE;5;COSTA E SILVA;89210580;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0126;julian5@adventure-works.com
924.086.156-84;Jennifer;Collins;F;1985-03-01 00:00:00.000;S;R. CASTRO ALVES;261;BOM RETIRO;89223000;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0196;jennifer6@adventure-works.com
200.053.205-09;Brittney;Sun;F;1985-11-03 00:00:00.000;S;PONTE SERRADA;582;BOA VISTA;89227160;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0155;brittney12@adventure-works.com
882.282.436-11;Virginia;Patel;F;1984-08-02 00:00:00.000;S;PARANA;59;ANITA GARIBALDI;83280000;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0146;virginia4@adventure-works.com
689.094.145-26;Calvin;Nara;M;1984-03-30 00:00:00.000;S;GUILHERME;921;COSTA E SILVA;89223-070;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0193;calvin15@adventure-works.com
156.773.229-51;Edward;Miller;M;1980-12-21 00:00:00.000;S;R. DE TOULON;120;BOM RETIRO;89225700;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0151;edward28@adventure-works.com
021.377.873-05;Ashlee;Tang;F;1980-09-28 00:00:00.000;S;R. REZENDE;450;BOM RETIRO;89227400;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0187;ashlee11@adventure-works.com
706.108.333-74;Alicia;Xu;F;1984-12-31 00:00:00.000;S;JOAQUIM DE PAULA TAVARES;188;COSTA E SILVA;89227050;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0113;alicia3@adventure-works.com
299.328.273-76;Lacey;Jai;F;1985-12-02 00:00:00.000;S;ABELINO ABDON FERREIRA;50;ITAUM;89225270;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0149;lacey1@adventure-works.com
033.491.021-77;Wendy;Romero;F;1983-03-17 00:00:00.000;S;JOSE MACHADO PEREIRA;196;ITINGA;89222490;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0114;wendy8@adventure-works.com
899.447.149-31;Carly;Luo;F;1985-08-19 00:00:00.000;S;RUA CAÇAPAVA;246;BOM RETIRO;89211320;JOINVILLE;SC;NULL;30000;1 (11) 500 555-0138;carly5@adventure-works.com
819.305.911-96;Jimmy;Ortega;M;1982-08-16 00:00:00.000;S;LOURIVAL TABBERT;583;AVENTUREIRO;89223220;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0183;jimmy26@adventure-works.com
703.933.293-10;Francisco;Martinez;M;1980-10-10 00:00:00.000;S;PARANAGUA;257;NOVA BRASILIA;89217530;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0119;francisco19@adventure-works.com
974.495.402-95;Lance;Vazquez;M;1983-07-17 00:00:00.000;S;RUA BARRIGA VERDE;762;BOM RETIRO;89212300;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0112;lance14@adventure-works.com
174.786.134-70;David;Robinett;M;1982-06-15 00:00:00.000;S;CORONEL PROCOPIO GOMES;1033;BUCAREIN;89223100;JOINVILLE;SC;BRASIL;30000;238-555-0100;david22@adventure-works.com
841.238.221-82;Shannon;Liang;F;1983-10-11 00:00:00.000;C;PIRITIBA;390;COSTA E SILVA;89227210;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0159;shannon15@adventure-works.com
634.767.372-28;Gary;Vazquez;M;1984-03-01 00:00:00.000;S;CIDADE DE MATELANDIA;333;ADEMAR GARCIA;89223110;JOINVILLE;SC;BRUNA;10000;1 (11) 500 555-0130;gary25@adventure-works.com
886.285.393-27;Mitchell;Kumar;M;1983-05-08 00:00:00.000;S;R. GUANABARA;765;GUANABARA;89222580;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0119;mitchell7@adventure-works.com
577.707.330-76;Meredith;Raman;F;1984-06-02 00:00:00.000;S;R. DOS IPES;153;BOA VISTA;89211010;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0162;meredith11@adventure-works.com
659.326.091-08;Edward;Patterson;M;1983-07-20 00:00:00.000;S;JOSE MANOEL DE SOUSA;495;COSTA E SILVA;89227-030;JOINVILLE;SC;BRASIL;20000;1 (11) 500 555-0118;edward59@adventure-works.com
644.159.181-30;Marie;Gill;F;1986-07-28 00:00:00.000;S;BONITO LINDO;803;AVENTUREIRO;89224070;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0192;marie37@adventure-works.com
579.380.329-75;Tiffany;Wang;F;1986-01-02 00:00:00.000;S;PROFESSOR TRINDADE;278;COSTA E SILVA;89222430;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0192;tiffany1@adventure-works.com
360.767.446-84;Miguel;Allen;M;1986-03-29 00:00:00.000;S;RUA MONSENHOR GERCINO;3450;ITAUM;89216430;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0128;miguel24@adventure-works.com
423.337.456-14;Jaclyn;Cai;F;1984-05-26 00:00:00.000;C;GENERAL GOES MONTEIRO;136;BOA VISTA;89216520;JOINVILLE;SC;BRASIL;30000;1 (11) 500 555-0164;jaclyn22@adventure-works.com
122.447.348-50;Megan;Ramirez;F;1986-04-11 00:00:00.000;S;OTTO BOEHM;97;CENTRO;89201205;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0192;megan44@adventure-works.com
125.869.226-52;Joseph;Martin;M;1986-06-15 00:00:00.000;S;JOAO ADOLFO MULLER;481;COSTA E SILVA;89212400;JOINVILLE;SC;BRASIL;40000;1 (11) 500 555-0143;joseph21@adventure-works.com
164.244.976-04;Karl;Shan;M;1984-09-05 00:00:00.000;S;DONA FRANCISCA;260;CENTRO;89216600;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0198;karl11@adventure-works.com
526.439.661-02;Christine;Raji;F;1985-10-29 00:00:00.000;S;MASSARANDUBA;31;JARIVATUBA;89216050;JOINVILLE;SC;BRASIL;10000;1 (11) 500 555-0153;christine16@adventure-works.com
